No.;Time;;;;;;Time 2;Time 1;Delay;;;Delay 1;Delay 2;Jitter
660;7,193189;;;;;;7,193613;7,193189;0,000424;;;0,000282;0,000142;-0,00014
661;7,193613;;;;;;7,193755;7,193613;0,000142;;;-0,000779;0,000921;0,0017
662;7,193755;;;;;;7,194676;7,193755;0,000921;;;0,000921;0;-0,000921
663;7,194676;;;;;;7,194676;7,194676;0;;;0;0;0
664;7,194676;;;;;;7,194676;7,194676;0;;;0;0;0
665;7,194676;;;;;;7,194676;7,194676;0;;;0;0;0
666;7,194676;;;;;;7,194676;7,194676;0;;;0;0;0
667;7,194676;;;;;;7,194676;7,194676;0;;;0;0;0
668;7,194676;;;;;;7,194676;7,194676;0;;;0;0;0
669;7,194676;;;;;;7,194676;7,194676;0;;;0;0;0
670;7,194676;;;;;;7,194676;7,194676;0;;;0;0;0
671;7,194676;;;;;;7,194676;7,194676;0;;;-0,000177;0,000177;0,000354
672;7,194676;;;;;;7,194853;7,194676;0,000177;;;0,000177;0;-0,000177
673;7,194853;;;;;;7,194853;7,194853;0;;;0;0;0
674;7,194853;;;;;;7,194853;7,194853;0;;;0;0;0
675;7,194853;;;;;;7,194853;7,194853;0;;;0;0;0
676;7,194853;;;;;;7,194853;7,194853;0;;;-7,7E-05;7,7E-05;0,000154
677;7,194853;;;;;;7,19493;7,194853;7,7E-05;;;-1E-05;8,7E-05;9,7E-05
678;7,19493;;;;;;7,195017;7,19493;8,7E-05;;;8,7E-05;0;-8,7E-05
679;7,195017;;;;;;7,195017;7,195017;0;;;0;0;0
680;7,195017;;;;;;7,195017;7,195017;0;;;0;0;0
681;7,195017;;;;;;7,195017;7,195017;0;;;0;0;0
682;7,195017;;;;;;7,195017;7,195017;0;;;0;0;0
683;7,195017;;;;;;7,195017;7,195017;0;;;0;0;0
684;7,195017;;;;;;7,195017;7,195017;0;;;0;0;0
685;7,195017;;;;;;7,195017;7,195017;0;;;0;0;0
686;7,195017;;;;;;7,195017;7,195017;0;;;0;0;0
687;7,195017;;;;;;7,195017;7,195017;0;;;0;0;0
688;7,195017;;;;;;7,195017;7,195017;0;;;0;0;0
689;7,195017;;;;;;7,195017;7,195017;0;;;0;0;0
690;7,195017;;;;;;7,195017;7,195017;0;;;0;0;0
691;7,195017;;;;;;7,195017;7,195017;0;;;0;0;0
692;7,195017;;;;;;7,195017;7,195017;0;;;-0,000137;0,000137;0,000274
693;7,195017;;;;;;7,195154;7,195017;0,000137;;;0,000132;5E-06;-0,000127
694;7,195154;;;;;;7,195159;7,195154;5E-06;;;-0,000282;0,000287;0,000569
695;7,195159;;;;;;7,195446;7,195159;0,000287;;;-1,7E-05;0,000304;0,000321
696;7,195446;;;;;;7,19575;7,195446;0,000304;;;-0,000235;0,000539;0,000774
697;7,19575;;;;;;7,196289;7,19575;0,000539;;;0,000539;0;-0,000539
698;7,196289;;;;;;7,196289;7,196289;0;;;0;0;0
699;7,196289;;;;;;7,196289;7,196289;0;;;0;0;0
700;7,196289;;;;;;7,196289;7,196289;0;;;0;0;0
701;7,196289;;;;;;7,196289;7,196289;0;;;0;0;0
702;7,196289;;;;;;7,196289;7,196289;0;;;-0,000287;0,000287;0,000574
703;7,196289;;;;;;7,196576;7,196289;0,000287;;;-0,003456;0,003743;0,007199
704;7,196576;;;;;;7,200319;7,196576;0,003743;;;0,001409;0,002334;0,000925
705;7,200319;;;;;;7,202653;7,200319;0,002334;;;0,002334;0;-0,002334
706;7,202653;;;;;;7,202653;7,202653;0;;;0;0;0
707;7,202653;;;;;;7,202653;7,202653;0;;;0;0;0
708;7,202653;;;;;;7,202653;7,202653;0;;;0;0;0
709;7,202653;;;;;;7,202653;7,202653;0;;;0;0;0
710;7,202653;;;;;;7,202653;7,202653;0;;;0;0;0
711;7,202653;;;;;;7,202653;7,202653;0;;;0;0;0
712;7,202653;;;;;;7,202653;7,202653;0;;;0;0;0
713;7,202653;;;;;;7,202653;7,202653;0;;;-0,001917;0,001917;0,003834
714;7,202653;;;;;;7,20457;7,202653;0,001917;;;0,001718;0,000199;-0,001519
715;7,20457;;;;;;7,204769;7,20457;0,000199;;;-0,005766;0,005965;0,011731
716;7,204769;;;;;;7,210734;7,204769;0,005965;;;0,005965;0;-0,005965
717;7,210734;;;;;;7,210734;7,210734;0;;;0;0;0
718;7,210734;;;;;;7,210734;7,210734;0;;;0;0;0
719;7,210734;;;;;;7,210734;7,210734;0;;;0;0;0
720;7,210734;;;;;;7,210734;7,210734;0;;;0;0;0
721;7,210734;;;;;;7,210734;7,210734;0;;;0;0;0
722;7,210734;;;;;;7,210734;7,210734;0;;;0;0;0
723;7,210734;;;;;;7,210734;7,210734;0;;;0;0;0
724;7,210734;;;;;;7,210734;7,210734;0;;;0;0;0
725;7,210734;;;;;;7,210734;7,210734;0;;;-0,000178;0,000178;0,000356
726;7,210734;;;;;;7,210912;7,210734;0,000178;;;0,000124;5,4E-05;-7E-05
727;7,210912;;;;;;7,210966;7,210912;5,4E-05;;;5,4E-05;0;-5,4E-05
728;7,210966;;;;;;7,210966;7,210966;0;;;0;0;0
729;7,210966;;;;;;7,210966;7,210966;0;;;0;0;0
730;7,210966;;;;;;7,210966;7,210966;0;;;0;0;0
731;7,210966;;;;;;7,210966;7,210966;0;;;0;0;0
732;7,210966;;;;;;7,210966;7,210966;0;;;0;0;0
733;7,210966;;;;;;7,210966;7,210966;0;;;0;0;0
734;7,210966;;;;;;7,210966;7,210966;0;;;0;0;0
735;7,210966;;;;;;7,210966;7,210966;0;;;0;0;0
736;7,210966;;;;;;7,210966;7,210966;0;;;0;0;0
737;7,210966;;;;;;7,210966;7,210966;0;;;-0,000222;0,000222;0,000444
738;7,210966;;;;;;7,211188;7,210966;0,000222;;;0,000222;0;-0,000222
739;7,211188;;;;;;7,211188;7,211188;0;;;0;0;0
740;7,211188;;;;;;7,211188;7,211188;0;;;0;0;0
741;7,211188;;;;;;7,211188;7,211188;0;;;0;0;0
742;7,211188;;;;;;7,211188;7,211188;0;;;0;0;0
743;7,211188;;;;;;7,211188;7,211188;0;;;0;0;0
744;7,211188;;;;;;7,211188;7,211188;0;;;0;0;0
745;7,211188;;;;;;7,211188;7,211188;0;;;0;0;0
746;7,211188;;;;;;7,211188;7,211188;0;;;0;0;0
747;7,211188;;;;;;7,211188;7,211188;0;;;0;0;0
748;7,211188;;;;;;7,211188;7,211188;0;;;0;0;0
749;7,211188;;;;;;7,211188;7,211188;0;;;0;0;0
750;7,211188;;;;;;7,211188;7,211188;0;;;0;0;0
751;7,211188;;;;;;7,211188;7,211188;0;;;0;0;0
752;7,211188;;;;;;7,211188;7,211188;0;;;-0,000121;0,000121;0,000242
753;7,211188;;;;;;7,211309;7,211188;0,000121;;;9,7E-05;2,4E-05;-7,3E-05
754;7,211309;;;;;;7,211333;7,211309;2,4E-05;;;-0,000281;0,000305;0,000586
755;7,211333;;;;;;7,211638;7,211333;0,000305;;;2,1E-05;0,000284;0,000263
756;7,211638;;;;;;7,211922;7,211638;0,000284;;;-0,002287;0,002571;0,004858
757;7,211922;;;;;;7,214493;7,211922;0,002571;;;0,001522;0,001049;-0,000473
758;7,214493;;;;;;7,215542;7,214493;0,001049;;;0,001049;0;-0,001049
759;7,215542;;;;;;7,215542;7,215542;0;;;0;0;0
760;7,215542;;;;;;7,215542;7,215542;0;;;0;0;0
761;7,215542;;;;;;7,215542;7,215542;0;;;0;0;0
762;7,215542;;;;;;7,215542;7,215542;0;;;0;0;0
763;7,215542;;;;;;7,215542;7,215542;0;;;0;0;0
764;7,215542;;;;;;7,215542;7,215542;0;;;0;0;0
765;7,215542;;;;;;7,215542;7,215542;0;;;0;0;0
766;7,215542;;;;;;7,215542;7,215542;0;;;0;0;0
767;7,215542;;;;;;7,215542;7,215542;0;;;-0,000187;0,000187;0,000374
768;7,215542;;;;;;7,215729;7,215542;0,000187;;;0,000187;0;-0,000187
769;7,215729;;;;;;7,215729;7,215729;0;;;0;0;0
770;7,215729;;;;;;7,215729;7,215729;0;;;0;0;0
771;7,215729;;;;;;7,215729;7,215729;0;;;0;0;0
772;7,215729;;;;;;7,215729;7,215729;0;;;-7,6E-05;7,6E-05;0,000152
773;7,215729;;;;;;7,215805;7,215729;7,6E-05;;;-0,000209;0,000285;0,000494
774;7,215805;;;;;;7,21609;7,215805;0,000285;;;0,000193;9,2E-05;-0,000101
775;7,21609;;;;;;7,216182;7,21609;9,2E-05;;;-0,000231;0,000323;0,000554
776;7,216182;;;;;;7,216505;7,216182;0,000323;;;0,000323;0;-0,000323
777;7,216505;;;;;;7,216505;7,216505;0;;;0;0;0
778;7,216505;;;;;;7,216505;7,216505;0;;;0;0;0
779;7,216505;;;;;;7,216505;7,216505;0;;;0;0;0
780;7,216505;;;;;;7,216505;7,216505;0;;;0;0;0
781;7,216505;;;;;;7,216505;7,216505;0;;;0;0;0
782;7,216505;;;;;;7,216505;7,216505;0;;;0;0;0
783;7,216505;;;;;;7,216505;7,216505;0;;;0;0;0
784;7,216505;;;;;;7,216505;7,216505;0;;;0;0;0
785;7,216505;;;;;;7,216505;7,216505;0;;;-0,00011;0,00011;0,00022
786;7,216505;;;;;;7,216615;7,216505;0,00011;;;0,00011;0;-0,00011
787;7,216615;;;;;;7,216615;7,216615;0;;;0;0;0
788;7,216615;;;;;;7,216615;7,216615;0;;;0;0;0
789;7,216615;;;;;;7,216615;7,216615;0;;;0;0;0
790;7,216615;;;;;;7,216615;7,216615;0;;;-6,2E-05;6,2E-05;0,000124
791;7,216615;;;;;;7,216677;7,216615;6,2E-05;;;-2,9E-05;9,1E-05;0,00012
792;7,216677;;;;;;7,216768;7,216677;9,1E-05;;;-0,000186;0,000277;0,000463
793;7,216768;;;;;;7,217045;7,216768;0,000277;;;-0,001269;0,001546;0,002815
794;7,217045;;;;;;7,218591;7,217045;0,001546;;;-0,002631;0,004177;0,006808
795;7,218591;;;;;;7,222768;7,218591;0,004177;;;0,004177;0;-0,004177
796;7,222768;;;;;;7,222768;7,222768;0;;;0;0;0
797;7,222768;;;;;;7,222768;7,222768;0;;;0;0;0
798;7,222768;;;;;;7,222768;7,222768;0;;;-0,000202;0,000202;0,000404
799;7,222768;;;;;;7,22297;7,222768;0,000202;;;0,000123;7,9E-05;-4,4E-05
800;7,22297;;;;;;7,223049;7,22297;7,9E-05;;;7,9E-05;0;-7,9E-05
801;7,223049;;;;;;7,223049;7,223049;0;;;0;0;0
802;7,223049;;;;;;7,223049;7,223049;0;;;0;0;0
803;7,223049;;;;;;7,223049;7,223049;0;;;0;0;0
804;7,223049;;;;;;7,223049;7,223049;0;;;-7,1E-05;7,1E-05;0,000142
805;7,223049;;;;;;7,22312;7,223049;7,1E-05;;;7,1E-05;0;-7,1E-05
806;7,22312;;;;;;7,22312;7,22312;0;;;-0,0019;0,0019;0,0038
807;7,22312;;;;;;7,22502;7,22312;0,0019;;;0,000157;0,001743;0,001586
808;7,22502;;;;;;7,226763;7,22502;0,001743;;;0,001724;1,9E-05;-0,001705
809;7,226763;;;;;;7,226782;7,226763;1,9E-05;;;1,9E-05;0;-1,9E-05
810;7,226782;;;;;;7,226782;7,226782;0;;;0;0;0
811;7,226782;;;;;;7,226782;7,226782;0;;;0;0;0
812;7,226782;;;;;;7,226782;7,226782;0;;;0;0;0
813;7,226782;;;;;;7,226782;7,226782;0;;;0;0;0
814;7,226782;;;;;;7,226782;7,226782;0;;;0;0;0
815;7,226782;;;;;;7,226782;7,226782;0;;;0;0;0
816;7,226782;;;;;;7,226782;7,226782;0;;;0;0;0
817;7,226782;;;;;;7,226782;7,226782;0;;;0;0;0
818;7,226782;;;;;;7,226782;7,226782;0;;;-0,000197;0,000197;0,000394
819;7,226782;;;;;;7,226979;7,226782;0,000197;;;0,000197;0;-0,000197
820;7,226979;;;;;;7,226979;7,226979;0;;;0;0;0
821;7,226979;;;;;;7,226979;7,226979;0;;;0;0;0
822;7,226979;;;;;;7,226979;7,226979;0;;;0;0;0
823;7,226979;;;;;;7,226979;7,226979;0;;;-7,5E-05;7,5E-05;0,00015
824;7,226979;;;;;;7,227054;7,226979;7,5E-05;;;-0,000453;0,000528;0,000981
825;7,227054;;;;;;7,227582;7,227054;0,000528;;;-0,001097;0,001625;0,002722
826;7,227582;;;;;;7,229207;7,227582;0,001625;;;0,000891;0,000734;-0,000157
827;7,229207;;;;;;7,229941;7,229207;0,000734;;;0,000734;0;-0,000734
828;7,229941;;;;;;7,229941;7,229941;0;;;0;0;0
829;7,229941;;;;;;7,229941;7,229941;0;;;0;0;0
830;7,229941;;;;;;7,229941;7,229941;0;;;0;0;0
831;7,229941;;;;;;7,229941;7,229941;0;;;0;0;0
832;7,229941;;;;;;7,229941;7,229941;0;;;0;0;0
833;7,229941;;;;;;7,229941;7,229941;0;;;0;0;0
834;7,229941;;;;;;7,229941;7,229941;0;;;0;0;0
835;7,229941;;;;;;7,229941;7,229941;0;;;0;0;0
836;7,229941;;;;;;7,229941;7,229941;0;;;-0,000169;0,000169;0,000338
837;7,229941;;;;;;7,23011;7,229941;0,000169;;;0,000169;0;-0,000169
838;7,23011;;;;;;7,23011;7,23011;0;;;0;0;0
839;7,23011;;;;;;7,23011;7,23011;0;;;0;0;0
840;7,23011;;;;;;7,23011;7,23011;0;;;0;0;0
841;7,23011;;;;;;7,23011;7,23011;0;;;-7,2E-05;7,2E-05;0,000144
842;7,23011;;;;;;7,230182;7,23011;7,2E-05;;;-0,000322;0,000394;0,000716
843;7,230182;;;;;;7,230576;7,230182;0,000394;;;-0,00147;0,001864;0,003334
844;7,230576;;;;;;7,23244;7,230576;0,001864;;;0,001864;0;-0,001864
845;7,23244;;;;;;7,23244;7,23244;0;;;0;0;0
846;7,23244;;;;;;7,23244;7,23244;0;;;0;0;0
847;7,23244;;;;;;7,23244;7,23244;0;;;0;0;0
848;7,23244;;;;;;7,23244;7,23244;0;;;0;0;0
849;7,23244;;;;;;7,23244;7,23244;0;;;0;0;0
850;7,23244;;;;;;7,23244;7,23244;0;;;0;0;0
851;7,23244;;;;;;7,23244;7,23244;0;;;0;0;0
852;7,23244;;;;;;7,23244;7,23244;0;;;0;0;0
853;7,23244;;;;;;7,23244;7,23244;0;;;-0,000169;0,000169;0,000338
854;7,23244;;;;;;7,232609;7,23244;0,000169;;;0,000169;0;-0,000169
855;7,232609;;;;;;7,232609;7,232609;0;;;0;0;0
856;7,232609;;;;;;7,232609;7,232609;0;;;0;0;0
857;7,232609;;;;;;7,232609;7,232609;0;;;0;0;0
858;7,232609;;;;;;7,232609;7,232609;0;;;-7,1E-05;7,1E-05;0,000142
859;7,232609;;;;;;7,23268;7,232609;7,1E-05;;;-5,2E-05;0,000123;0,000175
860;7,23268;;;;;;7,232803;7,23268;0,000123;;;-0,000193;0,000316;0,000509
861;7,232803;;;;;;7,233119;7,232803;0,000316;;;-0,001228;0,001544;0,002772
862;7,233119;;;;;;7,234663;7,233119;0,001544;;;-0,001791;0,003335;0,005126
863;7,234663;;;;;;7,237998;7,234663;0,003335;;;0,003335;0;-0,003335
864;7,237998;;;;;;7,237998;7,237998;0;;;0;0;0
865;7,237998;;;;;;7,237998;7,237998;0;;;0;0;0
866;7,237998;;;;;;7,237998;7,237998;0;;;0;0;0
867;7,237998;;;;;;7,237998;7,237998;0;;;0;0;0
868;7,237998;;;;;;7,237998;7,237998;0;;;0;0;0
869;7,237998;;;;;;7,237998;7,237998;0;;;0;0;0
870;7,237998;;;;;;7,237998;7,237998;0;;;0;0;0
871;7,237998;;;;;;7,237998;7,237998;0;;;0;0;0
872;7,237998;;;;;;7,237998;7,237998;0;;;-0,000189;0,000189;0,000378
873;7,237998;;;;;;7,238187;7,237998;0,000189;;;0,000189;0;-0,000189
874;7,238187;;;;;;7,238187;7,238187;0;;;0;0;0
875;7,238187;;;;;;7,238187;7,238187;0;;;0;0;0
876;7,238187;;;;;;7,238187;7,238187;0;;;-7,6E-05;7,6E-05;0,000152
877;7,238187;;;;;;7,238263;7,238187;7,6E-05;;;1,7E-05;5,9E-05;4,2E-05
878;7,238263;;;;;;7,238322;7,238263;5,9E-05;;;5,9E-05;0;-5,9E-05
879;7,238322;;;;;;7,238322;7,238322;0;;;0;0;0
880;7,238322;;;;;;7,238322;7,238322;0;;;0;0;0
881;7,238322;;;;;;7,238322;7,238322;0;;;0;0;0
882;7,238322;;;;;;7,238322;7,238322;0;;;0;0;0
883;7,238322;;;;;;7,238322;7,238322;0;;;0;0;0
884;7,238322;;;;;;7,238322;7,238322;0;;;0;0;0
885;7,238322;;;;;;7,238322;7,238322;0;;;-0,000546;0,000546;0,001092
886;7,238322;;;;;;7,238868;7,238322;0,000546;;;-0,001837;0,002383;0,00422
887;7,238868;;;;;;7,241251;7,238868;0,002383;;;0,001018;0,001365;0,000347
888;7,241251;;;;;;7,242616;7,241251;0,001365;;;0,001217;0,000148;-0,001069
889;7,242616;;;;;;7,242764;7,242616;0,000148;;;0,000148;0;-0,000148
890;7,242764;;;;;;7,242764;7,242764;0;;;0;0;0
891;7,242764;;;;;;7,242764;7,242764;0;;;0;0;0
892;7,242764;;;;;;7,242764;7,242764;0;;;0;0;0
893;7,242764;;;;;;7,242764;7,242764;0;;;0;0;0
894;7,242764;;;;;;7,242764;7,242764;0;;;0;0;0
895;7,242764;;;;;;7,242764;7,242764;0;;;-0,00132;0,00132;0,00264
896;7,242764;;;;;;7,244084;7,242764;0,00132;;;0,000226;0,001094;0,000868
897;7,244084;;;;;;7,245178;7,244084;0,001094;;;0,000355;0,000739;0,000384
898;7,245178;;;;;;7,245917;7,245178;0,000739;;;-0,000422;0,001161;0,001583
899;7,245917;;;;;;7,247078;7,245917;0,001161;;;0,000677;0,000484;-0,000193
900;7,247078;;;;;;7,247562;7,247078;0,000484;;;0,000484;0;-0,000484
901;7,247562;;;;;;7,247562;7,247562;0;;;0;0;0
902;7,247562;;;;;;7,247562;7,247562;0;;;0;0;0
903;7,247562;;;;;;7,247562;7,247562;0;;;0;0;0
904;7,247562;;;;;;7,247562;7,247562;0;;;0;0;0
905;7,247562;;;;;;7,247562;7,247562;0;;;0;0;0
906;7,247562;;;;;;7,247562;7,247562;0;;;0;0;0
907;7,247562;;;;;;7,247562;7,247562;0;;;0;0;0
908;7,247562;;;;;;7,247562;7,247562;0;;;0;0;0
909;7,247562;;;;;;7,247562;7,247562;0;;;-0,000164;0,000164;0,000328
910;7,247562;;;;;;7,247726;7,247562;0,000164;;;0,000164;0;-0,000164
911;7,247726;;;;;;7,247726;7,247726;0;;;0;0;0
912;7,247726;;;;;;7,247726;7,247726;0;;;0;0;0
913;7,247726;;;;;;7,247726;7,247726;0;;;0;0;0
914;7,247726;;;;;;7,247726;7,247726;0;;;-7,7E-05;7,7E-05;0,000154
915;7,247726;;;;;;7,247803;7,247726;7,7E-05;;;-0,000292;0,000369;0,000661
916;7,247803;;;;;;7,248172;7,247803;0,000369;;;-0,001299;0,001668;0,002967
917;7,248172;;;;;;7,24984;7,248172;0,001668;;;0,001668;0;-0,001668
918;7,24984;;;;;;7,24984;7,24984;0;;;0;0;0
919;7,24984;;;;;;7,24984;7,24984;0;;;0;0;0
920;7,24984;;;;;;7,24984;7,24984;0;;;0;0;0
921;7,24984;;;;;;7,24984;7,24984;0;;;0;0;0
922;7,24984;;;;;;7,24984;7,24984;0;;;0;0;0
923;7,24984;;;;;;7,24984;7,24984;0;;;0;0;0
924;7,24984;;;;;;7,24984;7,24984;0;;;0;0;0
925;7,24984;;;;;;7,24984;7,24984;0;;;0;0;0
926;7,24984;;;;;;7,24984;7,24984;0;;;-0,000165;0,000165;0,00033
927;7,24984;;;;;;7,250005;7,24984;0,000165;;;0,000165;0;-0,000165
928;7,250005;;;;;;7,250005;7,250005;0;;;0;0;0
929;7,250005;;;;;;7,250005;7,250005;0;;;0;0;0
930;7,250005;;;;;;7,250005;7,250005;0;;;0;0;0
931;7,250005;;;;;;7,250005;7,250005;0;;;-7,2E-05;7,2E-05;0,000144
932;7,250005;;;;;;7,250077;7,250005;7,2E-05;;;-5E-05;0,000122;0,000172
933;7,250077;;;;;;7,250199;7,250077;0,000122;;;-0,000215;0,000337;0,000552
934;7,250199;;;;;;7,250536;7,250199;0,000337;;;-0,002716;0,003053;0,005769
935;7,250536;;;;;;7,253589;7,250536;0,003053;;;0,003053;0;-0,003053
936;7,253589;;;;;;7,253589;7,253589;0;;;0;0;0
937;7,253589;;;;;;7,253589;7,253589;0;;;0;0;0
938;7,253589;;;;;;7,253589;7,253589;0;;;0;0;0
939;7,253589;;;;;;7,253589;7,253589;0;;;0;0;0
940;7,253589;;;;;;7,253589;7,253589;0;;;0;0;0
941;7,253589;;;;;;7,253589;7,253589;0;;;0;0;0
942;7,253589;;;;;;7,253589;7,253589;0;;;0;0;0
943;7,253589;;;;;;7,253589;7,253589;0;;;0;0;0
944;7,253589;;;;;;7,253589;7,253589;0;;;-0,000195;0,000195;0,00039
945;7,253589;;;;;;7,253784;7,253589;0,000195;;;0,000195;0;-0,000195
946;7,253784;;;;;;7,253784;7,253784;0;;;0;0;0
947;7,253784;;;;;;7,253784;7,253784;0;;;0;0;0
948;7,253784;;;;;;7,253784;7,253784;0;;;0;0;0
949;7,253784;;;;;;7,253784;7,253784;0;;;-7,2E-05;7,2E-05;0,000144
950;7,253784;;;;;;7,253856;7,253784;7,2E-05;;;3,7E-05;3,5E-05;-2E-06
951;7,253856;;;;;;7,253891;7,253856;3,5E-05;;;3,5E-05;0;-3,5E-05
952;7,253891;;;;;;7,253891;7,253891;0;;;0;0;0
953;7,253891;;;;;;7,253891;7,253891;0;;;0;0;0
954;7,253891;;;;;;7,253891;7,253891;0;;;0;0;0
955;7,253891;;;;;;7,253891;7,253891;0;;;0;0;0
956;7,253891;;;;;;7,253891;7,253891;0;;;-0,000241;0,000241;0,000482
957;7,253891;;;;;;7,254132;7,253891;0,000241;;;-0,000191;0,000432;0,000623
958;7,254132;;;;;;7,254564;7,254132;0,000432;;;0,000166;0,000266;1E-04
959;7,254564;;;;;;7,25483;7,254564;0,000266;;;-0,003576;0,003842;0,007418
960;7,25483;;;;;;7,258672;7,25483;0,003842;;;0,002203;0,001639;-0,000564
961;7,258672;;;;;;7,260311;7,258672;0,001639;;;0,000637;0,001002;0,000365
962;7,260311;;;;;;7,261313;7,260311;0,001002;;;0,001002;0;-0,001002
963;7,261313;;;;;;7,261313;7,261313;0;;;0;0;0
964;7,261313;;;;;;7,261313;7,261313;0;;;0;0;0
965;7,261313;;;;;;7,261313;7,261313;0;;;0;0;0
966;7,261313;;;;;;7,261313;7,261313;0;;;0;0;0
967;7,261313;;;;;;7,261313;7,261313;0;;;0;0;0
968;7,261313;;;;;;7,261313;7,261313;0;;;-0,002849;0,002849;0,005698
969;7,261313;;;;;;7,264162;7,261313;0,002849;;;0,002849;0;-0,002849
970;7,264162;;;;;;7,264162;7,264162;0;;;0;0;0
971;7,264162;;;;;;7,264162;7,264162;0;;;0;0;0
972;7,264162;;;;;;7,264162;7,264162;0;;;0;0;0
973;7,264162;;;;;;7,264162;7,264162;0;;;0;0;0
974;7,264162;;;;;;7,264162;7,264162;0;;;0;0;0
975;7,264162;;;;;;7,264162;7,264162;0;;;0;0;0
976;7,264162;;;;;;7,264162;7,264162;0;;;0;0;0
977;7,264162;;;;;;7,264162;7,264162;0;;;0;0;0
978;7,264162;;;;;;7,264162;7,264162;0;;;-0,00019;0,00019;0,00038
979;7,264162;;;;;;7,264352;7,264162;0,00019;;;0,00019;0;-0,00019
980;7,264352;;;;;;7,264352;7,264352;0;;;0;0;0
981;7,264352;;;;;;7,264352;7,264352;0;;;0;0;0
982;7,264352;;;;;;7,264352;7,264352;0;;;-0,000203;0,000203;0,000406
983;7,264352;;;;;;7,264555;7,264352;0,000203;;;-0,000107;0,00031;0,000417
984;7,264555;;;;;;7,264865;7,264555;0,00031;;;-0,00019;0,0005;0,00069
985;7,264865;;;;;;7,265365;7,264865;0,0005;;;0,0005;0;-0,0005
986;7,265365;;;;;;7,265365;7,265365;0;;;0;0;0
987;7,265365;;;;;;7,265365;7,265365;0;;;0;0;0
988;7,265365;;;;;;7,265365;7,265365;0;;;0;0;0
989;7,265365;;;;;;7,265365;7,265365;0;;;-0,000553;0,000553;0,001106
990;7,265365;;;;;;7,265918;7,265365;0,000553;;;0,000383;0,00017;-0,000213
991;7,265918;;;;;;7,266088;7,265918;0,00017;;;-0,000301;0,000471;0,000772
992;7,266088;;;;;;7,266559;7,266088;0,000471;;;-0,008435;0,008906;0,017341
993;7,266559;;;;;;7,275465;7,266559;0,008906;;;0,00337;0,005536;0,002166
994;7,275465;;;;;;7,281001;7,275465;0,005536;;;0,005153;0,000383;-0,00477
995;7,281001;;;;;;7,281384;7,281001;0,000383;;;-8,8E-05;0,000471;0,000559
996;7,281384;;;;;;7,281855;7,281384;0,000471;;;0,00041;6,1E-05;-0,000349
997;7,281855;;;;;;7,281916;7,281855;6,1E-05;;;-0,000131;0,000192;0,000323
998;7,281916;;;;;;7,282108;7,281916;0,000192;;;-0,003829;0,004021;0,00785
999;7,282108;;;;;;7,286129;7,282108;0,004021;;;0,002296;0,001725;-0,000571
1000;7,286129;;;;;;7,287854;7,286129;0,001725;;;0,001725;0;-0,001725
1001;7,287854;;;;;;7,287854;7,287854;0;;;-8,6E-05;8,6E-05;0,000172
1002;7,287854;;;;;;7,28794;7,287854;8,6E-05;;;8,6E-05;0;-8,6E-05
1003;7,28794;;;;;;7,28794;7,28794;0;;;-5,1E-05;5,1E-05;0,000102
1004;7,28794;;;;;;7,287991;7,28794;5,1E-05;;;-0,000226;0,000277;0,000503
1005;7,287991;;;;;;7,288268;7,287991;0,000277;;;-9,3E-05;0,00037;0,000463
1006;7,288268;;;;;;7,288638;7,288268;0,00037;;;-0,001556;0,001926;0,003482
1007;7,288638;;;;;;7,290564;7,288638;0,001926;;;0,001926;0;-0,001926
1008;7,290564;;;;;;7,290564;7,290564;0;;;0;0;0
1009;7,290564;;;;;;7,290564;7,290564;0;;;0;0;0
1010;7,290564;;;;;;7,290564;7,290564;0;;;-0,000154;0,000154;0,000308
1011;7,290564;;;;;;7,290718;7,290564;0,000154;;;-0,000231;0,000385;0,000616
1012;7,290718;;;;;;7,291103;7,290718;0,000385;;;0,00024;0,000145;-9,5E-05
1013;7,291103;;;;;;7,291248;7,291103;0,000145;;;-0,004776;0,004921;0,009697
1014;7,291248;;;;;;7,296169;7,291248;0,004921;;;0,004921;0;-0,004921
1015;7,296169;;;;;;7,296169;7,296169;0;;;0;0;0
1016;7,296169;;;;;;7,296169;7,296169;0;;;0;0;0
1017;7,296169;;;;;;7,296169;7,296169;0;;;0;0;0
1018;7,296169;;;;;;7,296169;7,296169;0;;;0;0;0
1019;7,296169;;;;;;7,296169;7,296169;0;;;0;0;0
1020;7,296169;;;;;;7,296169;7,296169;0;;;-0,000228;0,000228;0,000456
1021;7,296169;;;;;;7,296397;7,296169;0,000228;;;0,000228;0;-0,000228
1022;7,296397;;;;;;7,296397;7,296397;0;;;0;0;0
1023;7,296397;;;;;;7,296397;7,296397;0;;;-6,4E-05;6,4E-05;0,000128
1024;7,296397;;;;;;7,296461;7,296397;6,4E-05;;;1,7E-05;4,7E-05;3E-05
1025;7,296461;;;;;;7,296508;7,296461;4,7E-05;;;4,7E-05;0;-4,7E-05
1026;7,296508;;;;;;7,296508;7,296508;0;;;0;0;0
1027;7,296508;;;;;;7,296508;7,296508;0;;;0;0;0
1028;7,296508;;;;;;7,296508;7,296508;0;;;-5,7E-05;5,7E-05;0,000114
1029;7,296508;;;;;;7,296565;7,296508;5,7E-05;;;5,7E-05;0;-5,7E-05
1030;7,296565;;;;;;7,296565;7,296565;0;;;0;0;0
1031;7,296565;;;;;;7,296565;7,296565;0;;;0;0;0
