No.;Time;;;;;;Time 2;Time 1;Delay;;;Delay 1;Delay 2;Jitter
314;6,843138;;;;;;6,844114;6,843138;0,000976;;;0,000562;0,000414;-0,000148
315;6,844114;;;;;;6,844528;6,844114;0,000414;;;-0,00219;0,002604;0,004794
316;6,844528;;;;;;6,847132;6,844528;0,002604;;;0,001475;0,001129;-0,000346
317;6,847132;;;;;;6,848261;6,847132;0,001129;;;0,001129;0;-0,001129
318;6,848261;;;;;;6,848261;6,848261;0;;;0;0;0
319;6,848261;;;;;;6,848261;6,848261;0;;;0;0;0
320;6,848261;;;;;;6,848261;6,848261;0;;;-0,000198;0,000198;0,000396
321;6,848261;;;;;;6,848459;6,848261;0,000198;;;1E-06;0,000197;0,000196
322;6,848459;;;;;;6,848656;6,848459;0,000197;;;-0,000347;0,000544;0,000891
323;6,848656;;;;;;6,8492;6,848656;0,000544;;;-0,003864;0,004408;0,008272
324;6,8492;;;;;;6,853608;6,8492;0,004408;;;0,003758;0,00065;-0,003108
325;6,853608;;;;;;6,854258;6,853608;0,00065;;;0,00065;0;-0,00065
326;6,854258;;;;;;6,854258;6,854258;0;;;0;0;0
327;6,854258;;;;;;6,854258;6,854258;0;;;-0,000127;0,000127;0,000254
328;6,854258;;;;;;6,854385;6,854258;0,000127;;;-5,8E-05;0,000185;0,000243
329;6,854385;;;;;;6,85457;6,854385;0,000185;;;-0,004825;0,00501;0,009835
330;6,85457;;;;;;6,85958;6,85457;0,00501;;;0,004811;0,000199;-0,004612
331;6,85958;;;;;;6,859779;6,85958;0,000199;;;-8E-06;0,000207;0,000215
332;6,859779;;;;;;6,859986;6,859779;0,000207;;;-0,026225;0,026432;0,052657
333;6,859986;;;;;;6,886418;6,859986;0,026432;;;0,014197;0,012235;-0,001962
334;6,886418;;;;;;6,898653;6,886418;0,012235;;;-0,009807;0,022042;0,031849
335;6,898653;;;;;;6,920695;6,898653;0,022042;;;0,016091;0,005951;-0,01014
336;6,920695;;;;;;6,926646;6,920695;0,005951;;;0,005789;0,000162;-0,005627
337;6,926646;;;;;;6,926808;6,926646;0,000162;;;0,000162;0;-0,000162
338;6,926808;;;;;;6,926808;6,926808;0;;;0;0;0
339;6,926808;;;;;;6,926808;6,926808;0;;;0;0;0
340;6,926808;;;;;;6,926808;6,926808;0;;;0;0;0
341;6,926808;;;;;;6,926808;6,926808;0;;;0;0;0
342;6,926808;;;;;;6,926808;6,926808;0;;;-0,000418;0,000418;0,000836
343;6,926808;;;;;;6,927226;6,926808;0,000418;;;0,000262;0,000156;-0,000106
344;6,927226;;;;;;6,927382;6,927226;0,000156;;;2,5E-05;0,000131;0,000106
345;6,927382;;;;;;6,927513;6,927382;0,000131;;;-1,9E-05;0,00015;0,000169
346;6,927513;;;;;;6,927663;6,927513;0,00015;;;-0,003133;0,003283;0,006416
347;6,927663;;;;;;6,930946;6,927663;0,003283;;;0,003283;0;-0,003283
348;6,930946;;;;;;6,930946;6,930946;0;;;0;0;0
349;6,930946;;;;;;6,930946;6,930946;0;;;0;0;0
350;6,930946;;;;;;6,930946;6,930946;0;;;0;0;0
351;6,930946;;;;;;6,930946;6,930946;0;;;0;0;0
352;6,930946;;;;;;6,930946;6,930946;0;;;0;0;0
353;6,930946;;;;;;6,930946;6,930946;0;;;0;0;0
354;6,930946;;;;;;6,930946;6,930946;0;;;0;0;0
355;6,930946;;;;;;6,930946;6,930946;0;;;0;0;0
356;6,930946;;;;;;6,930946;6,930946;0;;;-0,000224;0,000224;0,000448
357;6,930946;;;;;;6,93117;6,930946;0,000224;;;0,000224;0;-0,000224
358;6,93117;;;;;;6,93117;6,93117;0;;;-0,000375;0,000375;0,00075
359;6,93117;;;;;;6,931545;6,93117;0,000375;;;0,000211;0,000164;-4,7E-05
360;6,931545;;;;;;6,931709;6,931545;0,000164;;;2,3E-05;0,000141;0,000118
361;6,931709;;;;;;6,93185;6,931709;0,000141;;;2,1E-05;0,00012;9,9E-05
362;6,93185;;;;;;6,93197;6,93185;0,00012;;;1E-06;0,000119;0,000118
363;6,93197;;;;;;6,932089;6,93197;0,000119;;;1E-06;0,000118;0,000117
364;6,932089;;;;;;6,932207;6,932089;0,000118;;;-0,001201;0,001319;0,00252
365;6,932207;;;;;;6,933526;6,932207;0,001319;;;0,001319;0;-0,001319
366;6,933526;;;;;;6,933526;6,933526;0;;;0;0;0
367;6,933526;;;;;;6,933526;6,933526;0;;;0;0;0
368;6,933526;;;;;;6,933526;6,933526;0;;;0;0;0
369;6,933526;;;;;;6,933526;6,933526;0;;;0;0;0
370;6,933526;;;;;;6,933526;6,933526;0;;;0;0;0
371;6,933526;;;;;;6,933526;6,933526;0;;;0;0;0
372;6,933526;;;;;;6,933526;6,933526;0;;;0;0;0
373;6,933526;;;;;;6,933526;6,933526;0;;;0;0;0
374;6,933526;;;;;;6,933526;6,933526;0;;;-0,000166;0,000166;0,000332
375;6,933526;;;;;;6,933692;6,933526;0,000166;;;0,000166;0;-0,000166
376;6,933692;;;;;;6,933692;6,933692;0;;;0;0;0
377;6,933692;;;;;;6,933692;6,933692;0;;;0;0;0
378;6,933692;;;;;;6,933692;6,933692;0;;;-0,000303;0,000303;0,000606
379;6,933692;;;;;;6,933995;6,933692;0,000303;;;-0,001927;0,00223;0,004157
380;6,933995;;;;;;6,936225;6,933995;0,00223;;;0,00223;0;-0,00223
381;6,936225;;;;;;6,936225;6,936225;0;;;0;0;0
382;6,936225;;;;;;6,936225;6,936225;0;;;0;0;0
383;6,936225;;;;;;6,936225;6,936225;0;;;0;0;0
384;6,936225;;;;;;6,936225;6,936225;0;;;0;0;0
385;6,936225;;;;;;6,936225;6,936225;0;;;0;0;0
386;6,936225;;;;;;6,936225;6,936225;0;;;0;0;0
387;6,936225;;;;;;6,936225;6,936225;0;;;0;0;0
388;6,936225;;;;;;6,936225;6,936225;0;;;-0,000567;0,000567;0,001134
389;6,936225;;;;;;6,936792;6,936225;0,000567;;;-0,011233;0,0118;0,023033
390;6,936792;;;;;;6,948592;6,936792;0,0118;;;-0,003788;0,015588;0,019376
391;6,948592;;;;;;6,96418;6,948592;0,015588;;;0,01518;0,000408;-0,014772
392;6,96418;;;;;;6,964588;6,96418;0,000408;;;-0,001672;0,00208;0,003752
393;6,964588;;;;;;6,966668;6,964588;0,00208;;;0,00208;0;-0,00208
394;6,966668;;;;;;6,966668;6,966668;0;;;0;0;0
395;6,966668;;;;;;6,966668;6,966668;0;;;0;0;0
396;6,966668;;;;;;6,966668;6,966668;0;;;0;0;0
397;6,966668;;;;;;6,966668;6,966668;0;;;0;0;0
398;6,966668;;;;;;6,966668;6,966668;0;;;0;0;0
399;6,966668;;;;;;6,966668;6,966668;0;;;-0,000369;0,000369;0,000738
400;6,966668;;;;;;6,967037;6,966668;0,000369;;;0,000226;0,000143;-8,3E-05
401;6,967037;;;;;;6,96718;6,967037;0,000143;;;3,1E-05;0,000112;8,1E-05
402;6,96718;;;;;;6,967292;6,96718;0,000112;;;-0,003621;0,003733;0,007354
403;6,967292;;;;;;6,971025;6,967292;0,003733;;;0,003733;0;-0,003733
404;6,971025;;;;;;6,971025;6,971025;0;;;0;0;0
405;6,971025;;;;;;6,971025;6,971025;0;;;0;0;0
406;6,971025;;;;;;6,971025;6,971025;0;;;0;0;0
407;6,971025;;;;;;6,971025;6,971025;0;;;0;0;0
408;6,971025;;;;;;6,971025;6,971025;0;;;0;0;0
409;6,971025;;;;;;6,971025;6,971025;0;;;-0,000227;0,000227;0,000454
410;6,971025;;;;;;6,971252;6,971025;0,000227;;;0,000172;5,5E-05;-0,000117
411;6,971252;;;;;;6,971307;6,971252;5,5E-05;;;5,5E-05;0;-5,5E-05
412;6,971307;;;;;;6,971307;6,971307;0;;;-5,8E-05;5,8E-05;0,000116
413;6,971307;;;;;;6,971365;6,971307;5,8E-05;;;1,1E-05;4,7E-05;3,6E-05
414;6,971365;;;;;;6,971412;6,971365;4,7E-05;;;4,7E-05;0;-4,7E-05
415;6,971412;;;;;;6,971412;6,971412;0;;;0;0;0
416;6,971412;;;;;;6,971412;6,971412;0;;;-0,000684;0,000684;0,001368
417;6,971412;;;;;;6,972096;6,971412;0,000684;;;0,000447;0,000237;-0,00021
418;6,972096;;;;;;6,972333;6,972096;0,000237;;;4,1E-05;0,000196;0,000155
419;6,972333;;;;;;6,972529;6,972333;0,000196;;;9,3E-05;0,000103;1E-05
420;6,972529;;;;;;6,972632;6,972529;0,000103;;;-0,001463;0,001566;0,003029
421;6,972632;;;;;;6,974198;6,972632;0,001566;;;-0,00031;0,001876;0,002186
422;6,974198;;;;;;6,976074;6,974198;0,001876;;;0,001695;0,000181;-0,001514
423;6,976074;;;;;;6,976255;6,976074;0,000181;;;-0,002384;0,002565;0,004949
424;6,976255;;;;;;6,97882;6,976255;0,002565;;;0,002441;0,000124;-0,002317
425;6,97882;;;;;;6,978944;6,97882;0,000124;;;0,000124;0;-0,000124
426;6,978944;;;;;;6,978944;6,978944;0;;;-5,1E-05;5,1E-05;0,000102
427;6,978944;;;;;;6,978995;6,978944;5,1E-05;;;4E-06;4,7E-05;4,3E-05
428;6,978995;;;;;;6,979042;6,978995;4,7E-05;;;4,7E-05;0;-4,7E-05
429;6,979042;;;;;;6,979042;6,979042;0;;;0;0;0
430;6,979042;;;;;;6,979042;6,979042;0;;;-7,7E-05;7,7E-05;0,000154
431;6,979042;;;;;;6,979119;6,979042;7,7E-05;;;3,4E-05;4,3E-05;9E-06
432;6,979119;;;;;;6,979162;6,979119;4,3E-05;;;4,3E-05;0;-4,3E-05
433;6,979162;;;;;;6,979162;6,979162;0;;;-7,7E-05;7,7E-05;0,000154
434;6,979162;;;;;;6,979239;6,979162;7,7E-05;;;-1,6E-05;9,3E-05;0,000109
435;6,979239;;;;;;6,979332;6,979239;9,3E-05;;;9,3E-05;0;-9,3E-05
436;6,979332;;;;;;6,979332;6,979332;0;;;-0,002015;0,002015;0,00403
437;6,979332;;;;;;6,981347;6,979332;0,002015;;;0,001835;0,00018;-0,001655
438;6,981347;;;;;;6,981527;6,981347;0,00018;;;7E-05;0,00011;4E-05
439;6,981527;;;;;;6,981637;6,981527;0,00011;;;-9E-06;0,000119;0,000128
440;6,981637;;;;;;6,981756;6,981637;0,000119;;;-6E-06;0,000125;0,000131
441;6,981756;;;;;;6,981881;6,981756;0,000125;;;4E-06;0,000121;0,000117
442;6,981881;;;;;;6,982002;6,981881;0,000121;;;-0,003461;0,003582;0,007043
443;6,982002;;;;;;6,985584;6,982002;0,003582;;;0,003447;0,000135;-0,003312
444;6,985584;;;;;;6,985719;6,985584;0,000135;;;0,000135;0;-0,000135
445;6,985719;;;;;;6,985719;6,985719;0;;;-5E-05;5E-05;0,0001
446;6,985719;;;;;;6,985769;6,985719;5E-05;;;1,2E-05;3,8E-05;2,6E-05
447;6,985769;;;;;;6,985807;6,985769;3,8E-05;;;3E-06;3,5E-05;3,2E-05
448;6,985807;;;;;;6,985842;6,985807;3,5E-05;;;-1E-06;3,6E-05;3,7E-05
449;6,985842;;;;;;6,985878;6,985842;3,6E-05;;;1,8E-05;1,8E-05;1,77636E-15
450;6,985878;;;;;;6,985896;6,985878;1,8E-05;;;-0,000118;0,000136;0,000254
451;6,985896;;;;;;6,986032;6,985896;0,000136;;;2,2E-05;0,000114;9,2E-05
452;6,986032;;;;;;6,986146;6,986032;0,000114;;;8E-06;0,000106;9,8E-05
453;6,986146;;;;;;6,986252;6,986146;0,000106;;;-0,008473;0,008579;0,017052
454;6,986252;;;;;;6,994831;6,986252;0,008579;;;0,008452;0,000127;-0,008325
455;6,994831;;;;;;6,994958;6,994831;0,000127;;;8,6E-05;4,1E-05;-4,5E-05
456;6,994958;;;;;;6,994999;6,994958;4,1E-05;;;-1E-05;5,1E-05;6,1E-05
457;6,994999;;;;;;6,99505;6,994999;5,1E-05;;;1,2E-05;3,9E-05;2,7E-05
458;6,99505;;;;;;6,995089;6,99505;3,9E-05;;;-9,2E-05;0,000131;0,000223
459;6,995089;;;;;;6,99522;6,995089;0,000131;;;0,000131;0;-0,000131
460;6,99522;;;;;;6,99522;6,99522;0;;;0;0;0
461;6,99522;;;;;;6,99522;6,99522;0;;;0;0;0
462;6,99522;;;;;;6,99522;6,99522;0;;;0;0;0
463;6,99522;;;;;;6,99522;6,99522;0;;;-0,000948;0,000948;0,001896
464;6,99522;;;;;;6,996168;6,99522;0,000948;;;0,000782;0,000166;-0,000616
465;6,996168;;;;;;6,996334;6,996168;0,000166;;;6,3E-05;0,000103;4E-05
466;6,996334;;;;;;6,996437;6,996334;0,000103;;;-2,1E-05;0,000124;0,000145
467;6,996437;;;;;;6,996561;6,996437;0,000124;;;-4E-05;0,000164;0,000204
468;6,996561;;;;;;6,996725;6,996561;0,000164;;;-0,001679;0,001843;0,003522
469;6,996725;;;;;;6,998568;6,996725;0,001843;;;-0,010502;0,012345;0,022847
470;6,998568;;;;;;7,010913;6,998568;0,012345;;;-0,011479;0,023824;0,035303
471;7,010913;;;;;;7,034737;7,010913;0,023824;;;-0,005839;0,029663;0,035502
472;7,034737;;;;;;7,0644;7,034737;0,029663;;;0,01842;0,011243;-0,007177
473;7,0644;;;;;;7,075643;7,0644;0,011243;;;0,011033;0,00021;-0,010823
474;7,075643;;;;;;7,075853;7,075643;0,00021;;;-0,004309;0,004519;0,008828
475;7,075853;;;;;;7,080372;7,075853;0,004519;;;-0,019698;0,024217;0,043915
476;7,080372;;;;;;7,104589;7,080372;0,024217;;;0,022089;0,002128;-0,019961
477;7,104589;;;;;;7,106717;7,104589;0,002128;;;0,001947;0,000181;-0,001766
478;7,106717;;;;;;7,106898;7,106717;0,000181;;;0,000181;0;-0,000181
479;7,106898;;;;;;7,106898;7,106898;0;;;0;0;0
480;7,106898;;;;;;7,106898;7,106898;0;;;0;0;0
481;7,106898;;;;;;7,106898;7,106898;0;;;0;0;0
482;7,106898;;;;;;7,106898;7,106898;0;;;0;0;0
483;7,106898;;;;;;7,106898;7,106898;0;;;-0,001268;0,001268;0,002536
484;7,106898;;;;;;7,108166;7,106898;0,001268;;;-0,002759;0,004027;0,006786
485;7,108166;;;;;;7,112193;7,108166;0,004027;;;0,004027;0;-0,004027
486;7,112193;;;;;;7,112193;7,112193;0;;;0;0;0
487;7,112193;;;;;;7,112193;7,112193;0;;;0;0;0
488;7,112193;;;;;;7,112193;7,112193;0;;;0;0;0
489;7,112193;;;;;;7,112193;7,112193;0;;;0;0;0
490;7,112193;;;;;;7,112193;7,112193;0;;;0;0;0
491;7,112193;;;;;;7,112193;7,112193;0;;;0;0;0
492;7,112193;;;;;;7,112193;7,112193;0;;;0;0;0
493;7,112193;;;;;;7,112193;7,112193;0;;;0;0;0
494;7,112193;;;;;;7,112193;7,112193;0;;;-0,0002;0,0002;0,0004
495;7,112193;;;;;;7,112393;7,112193;0,0002;;;0,0002;0;-0,0002
496;7,112393;;;;;;7,112393;7,112393;0;;;0;0;0
497;7,112393;;;;;;7,112393;7,112393;0;;;0;0;0
498;7,112393;;;;;;7,112393;7,112393;0;;;0;0;0
499;7,112393;;;;;;7,112393;7,112393;0;;;-9,9E-05;9,9E-05;0,000198
500;7,112393;;;;;;7,112492;7,112393;9,9E-05;;;-3,1E-05;0,00013;0,000161
501;7,112492;;;;;;7,112622;7,112492;0,00013;;;0,00013;0;-0,00013
502;7,112622;;;;;;7,112622;7,112622;0;;;0;0;0
503;7,112622;;;;;;7,112622;7,112622;0;;;0;0;0
504;7,112622;;;;;;7,112622;7,112622;0;;;0;0;0
505;7,112622;;;;;;7,112622;7,112622;0;;;0;0;0
506;7,112622;;;;;;7,112622;7,112622;0;;;0;0;0
507;7,112622;;;;;;7,112622;7,112622;0;;;-6E-05;6E-05;0,00012
508;7,112622;;;;;;7,112682;7,112622;6E-05;;;-0,000182;0,000242;0,000424
509;7,112682;;;;;;7,112924;7,112682;0,000242;;;8,8E-05;0,000154;6,6E-05
510;7,112924;;;;;;7,113078;7,112924;0,000154;;;-0,005768;0,005922;0,01169
511;7,113078;;;;;;7,119;7,113078;0,005922;;;0,005106;0,000816;-0,00429
512;7,119;;;;;;7,119816;7,119;0,000816;;;0,000455;0,000361;-9,4E-05
513;7,119816;;;;;;7,120177;7,119816;0,000361;;;-0,010222;0,010583;0,020805
514;7,120177;;;;;;7,13076;7,120177;0,010583;;;0,010476;0,000107;-0,010369
515;7,13076;;;;;;7,130867;7,13076;0,000107;;;0,000107;0;-0,000107
516;7,130867;;;;;;7,130867;7,130867;0;;;-4,5E-05;4,5E-05;9E-05
517;7,130867;;;;;;7,130912;7,130867;4,5E-05;;;-0,000216;0,000261;0,000477
518;7,130912;;;;;;7,131173;7,130912;0,000261;;;-0,007355;0,007616;0,014971
519;7,131173;;;;;;7,138789;7,131173;0,007616;;;0,003646;0,00397;0,000324
520;7,138789;;;;;;7,142759;7,138789;0,00397;;;0,003842;0,000128;-0,003714
521;7,142759;;;;;;7,142887;7,142759;0,000128;;;-0,000309;0,000437;0,000746
522;7,142887;;;;;;7,143324;7,142887;0,000437;;;-0,001695;0,002132;0,003827
523;7,143324;;;;;;7,145456;7,143324;0,002132;;;0,002;0,000132;-0,001868
524;7,145456;;;;;;7,145588;7,145456;0,000132;;;0,000132;0;-0,000132
525;7,145588;;;;;;7,145588;7,145588;0;;;0;0;0
526;7,145588;;;;;;7,145588;7,145588;0;;;0;0;0
527;7,145588;;;;;;7,145588;7,145588;0;;;0;0;0
528;7,145588;;;;;;7,145588;7,145588;0;;;0;0;0
529;7,145588;;;;;;7,145588;7,145588;0;;;-0,000335;0,000335;0,00067
530;7,145588;;;;;;7,145923;7,145588;0,000335;;;0,000178;0,000157;-2,1E-05
531;7,145923;;;;;;7,14608;7,145923;0,000157;;;3,7E-05;0,00012;8,3E-05
532;7,14608;;;;;;7,1462;7,14608;0,00012;;;-4E-06;0,000124;0,000128
533;7,1462;;;;;;7,146324;7,1462;0,000124;;;-0,008304;0,008428;0,016732
534;7,146324;;;;;;7,154752;7,146324;0,008428;;;0,007842;0,000586;-0,007256
535;7,154752;;;;;;7,155338;7,154752;0,000586;;;0,000586;0;-0,000586
536;7,155338;;;;;;7,155338;7,155338;0;;;0;0;0
537;7,155338;;;;;;7,155338;7,155338;0;;;0;0;0
538;7,155338;;;;;;7,155338;7,155338;0;;;0;0;0
539;7,155338;;;;;;7,155338;7,155338;0;;;0;0;0
540;7,155338;;;;;;7,155338;7,155338;0;;;0;0;0
541;7,155338;;;;;;7,155338;7,155338;0;;;0;0;0
542;7,155338;;;;;;7,155338;7,155338;0;;;0;0;0
543;7,155338;;;;;;7,155338;7,155338;0;;;0;0;0
544;7,155338;;;;;;7,155338;7,155338;0;;;-0,000176;0,000176;0,000352
545;7,155338;;;;;;7,155514;7,155338;0,000176;;;0,000176;0;-0,000176
546;7,155514;;;;;;7,155514;7,155514;0;;;0;0;0
547;7,155514;;;;;;7,155514;7,155514;0;;;0;0;0
548;7,155514;;;;;;7,155514;7,155514;0;;;0;0;0
549;7,155514;;;;;;7,155514;7,155514;0;;;-7,5E-05;7,5E-05;0,00015
550;7,155514;;;;;;7,155589;7,155514;7,5E-05;;;-1,9E-05;9,4E-05;0,000113
551;7,155589;;;;;;7,155683;7,155589;9,4E-05;;;9,4E-05;0;-9,4E-05
552;7,155683;;;;;;7,155683;7,155683;0;;;0;0;0
553;7,155683;;;;;;7,155683;7,155683;0;;;0;0;0
554;7,155683;;;;;;7,155683;7,155683;0;;;0;0;0
555;7,155683;;;;;;7,155683;7,155683;0;;;0;0;0
556;7,155683;;;;;;7,155683;7,155683;0;;;0;0;0
557;7,155683;;;;;;7,155683;7,155683;0;;;0;0;0
558;7,155683;;;;;;7,155683;7,155683;0;;;0;0;0
559;7,155683;;;;;;7,155683;7,155683;0;;;0;0;0
560;7,155683;;;;;;7,155683;7,155683;0;;;0;0;0
561;7,155683;;;;;;7,155683;7,155683;0;;;0;0;0
562;7,155683;;;;;;7,155683;7,155683;0;;;0;0;0
563;7,155683;;;;;;7,155683;7,155683;0;;;0;0;0
564;7,155683;;;;;;7,155683;7,155683;0;;;0;0;0
565;7,155683;;;;;;7,155683;7,155683;0;;;-0,000142;0,000142;0,000284
566;7,155683;;;;;;7,155825;7,155683;0,000142;;;0,000111;3,1E-05;-8E-05
567;7,155825;;;;;;7,155856;7,155825;3,1E-05;;;3,1E-05;0;-3,1E-05
568;7,155856;;;;;;7,155856;7,155856;0;;;0;0;0
569;7,155856;;;;;;7,155856;7,155856;0;;;0;0;0
570;7,155856;;;;;;7,155856;7,155856;0;;;0;0;0
571;7,155856;;;;;;7,155856;7,155856;0;;;-8,8E-05;8,8E-05;0,000176
572;7,155856;;;;;;7,155944;7,155856;8,8E-05;;;8,8E-05;0;-8,8E-05
573;7,155944;;;;;;7,155944;7,155944;0;;;-0,001782;0,001782;0,003564
574;7,155944;;;;;;7,157726;7,155944;0,001782;;;0,001314;0,000468;-0,000846
575;7,157726;;;;;;7,158194;7,157726;0,000468;;;0,000342;0,000126;-0,000216
576;7,158194;;;;;;7,15832;7,158194;0,000126;;;6E-06;0,00012;0,000114
577;7,15832;;;;;;7,15844;7,15832;0,00012;;;4E-06;0,000116;0,000112
578;7,15844;;;;;;7,158556;7,15844;0,000116;;;-7E-06;0,000123;0,00013
579;7,158556;;;;;;7,158679;7,158556;0,000123;;;-6E-06;0,000129;0,000135
580;7,158679;;;;;;7,158808;7,158679;0,000129;;;-4,3E-05;0,000172;0,000215
581;7,158808;;;;;;7,15898;7,158808;0,000172;;;3,8E-05;0,000134;9,6E-05
582;7,15898;;;;;;7,159114;7,15898;0,000134;;;1,8E-05;0,000116;9,8E-05
583;7,159114;;;;;;7,15923;7,159114;0,000116;;;-5,1E-05;0,000167;0,000218
584;7,15923;;;;;;7,159397;7,15923;0,000167;;;4,2E-05;0,000125;8,3E-05
585;7,159397;;;;;;7,159522;7,159397;0,000125;;;-0,000214;0,000339;0,000553
586;7,159522;;;;;;7,159861;7,159522;0,000339;;;0,000177;0,000162;-1,5E-05
587;7,159861;;;;;;7,160023;7,159861;0,000162;;;-0,000212;0,000374;0,000586
588;7,160023;;;;;;7,160397;7,160023;0,000374;;;0,000179;0,000195;1,6E-05
589;7,160397;;;;;;7,160592;7,160397;0,000195;;;8E-05;0,000115;3,5E-05
590;7,160592;;;;;;7,160707;7,160592;0,000115;;;-1,5E-05;0,00013;0,000145
591;7,160707;;;;;;7,160837;7,160707;0,00013;;;-4,3E-05;0,000173;0,000216
592;7,160837;;;;;;7,16101;7,160837;0,000173;;;-0,000158;0,000331;0,000489
593;7,16101;;;;;;7,161341;7,16101;0,000331;;;0,000331;0;-0,000331
594;7,161341;;;;;;7,161341;7,161341;0;;;0;0;0
595;7,161341;;;;;;7,161341;7,161341;0;;;0;0;0
596;7,161341;;;;;;7,161341;7,161341;0;;;0;0;0
597;7,161341;;;;;;7,161341;7,161341;0;;;0;0;0
598;7,161341;;;;;;7,161341;7,161341;0;;;-0,000136;0,000136;0,000272
599;7,161341;;;;;;7,161477;7,161341;0,000136;;;0,000136;0;-0,000136
600;7,161477;;;;;;7,161477;7,161477;0;;;0;0;0
601;7,161477;;;;;;7,161477;7,161477;0;;;-0,000267;0,000267;0,000534
602;7,161477;;;;;;7,161744;7,161477;0,000267;;;0,000155;0,000112;-4,3E-05
603;7,161744;;;;;;7,161856;7,161744;0,000112;;;-7E-06;0,000119;0,000126
604;7,161856;;;;;;7,161975;7,161856;0,000119;;;-6E-06;0,000125;0,000131
605;7,161975;;;;;;7,1621;7,161975;0,000125;;;4E-06;0,000121;0,000117
606;7,1621;;;;;;7,162221;7,1621;0,000121;;;-0,018621;0,018742;0,037363
607;7,162221;;;;;;7,180963;7,162221;0,018742;;;0,018309;0,000433;-0,017876
608;7,180963;;;;;;7,181396;7,180963;0,000433;;;-0,00077;0,001203;0,001973
609;7,181396;;;;;;7,182599;7,181396;0,001203;;;0,001203;0;-0,001203
610;7,182599;;;;;;7,182599;7,182599;0;;;0;0;0
611;7,182599;;;;;;7,182599;7,182599;0;;;0;0;0
612;7,182599;;;;;;7,182599;7,182599;0;;;0;0;0
613;7,182599;;;;;;7,182599;7,182599;0;;;-0,000298;0,000298;0,000596
614;7,182599;;;;;;7,182897;7,182599;0,000298;;;0,000139;0,000159;2E-05
615;7,182897;;;;;;7,183056;7,182897;0,000159;;;-0,003569;0,003728;0,007297
616;7,183056;;;;;;7,186784;7,183056;0,003728;;;0,003728;0;-0,003728
617;7,186784;;;;;;7,186784;7,186784;0;;;0;0;0
618;7,186784;;;;;;7,186784;7,186784;0;;;0;0;0
619;7,186784;;;;;;7,186784;7,186784;0;;;0;0;0
620;7,186784;;;;;;7,186784;7,186784;0;;;0;0;0
621;7,186784;;;;;;7,186784;7,186784;0;;;0;0;0
622;7,186784;;;;;;7,186784;7,186784;0;;;0;0;0
623;7,186784;;;;;;7,186784;7,186784;0;;;0;0;0
624;7,186784;;;;;;7,186784;7,186784;0;;;0;0;0
625;7,186784;;;;;;7,186784;7,186784;0;;;-0,000187;0,000187;0,000374
626;7,186784;;;;;;7,186971;7,186784;0,000187;;;0,000187;0;-0,000187
627;7,186971;;;;;;7,186971;7,186971;0;;;0;0;0
628;7,186971;;;;;;7,186971;7,186971;0;;;0;0;0
629;7,186971;;;;;;7,186971;7,186971;0;;;0;0;0
630;7,186971;;;;;;7,186971;7,186971;0;;;-7,8E-05;7,8E-05;0,000156
631;7,186971;;;;;;7,187049;7,186971;7,8E-05;;;-0,000211;0,000289;0,0005
632;7,187049;;;;;;7,187338;7,187049;0,000289;;;0,000119;0,00017;5,1E-05
633;7,187338;;;;;;7,187508;7,187338;0,00017;;;5,5E-05;0,000115;6E-05
634;7,187508;;;;;;7,187623;7,187508;0,000115;;;-8E-06;0,000123;0,000131
635;7,187623;;;;;;7,187746;7,187623;0,000123;;;1E-06;0,000122;0,000121
636;7,187746;;;;;;7,187868;7,187746;0,000122;;;5E-06;0,000117;0,000112
637;7,187868;;;;;;7,187985;7,187868;0,000117;;;1,7E-05;1E-04;8,3E-05
638;7,187985;;;;;;7,188085;7,187985;1E-04;;;-1,9E-05;0,000119;0,000138
639;7,188085;;;;;;7,188204;7,188085;0,000119;;;-0,000962;0,001081;0,002043
640;7,188204;;;;;;7,189285;7,188204;0,001081;;;0,001081;0;-0,001081
641;7,189285;;;;;;7,189285;7,189285;0;;;0;0;0
642;7,189285;;;;;;7,189285;7,189285;0;;;0;0;0
643;7,189285;;;;;;7,189285;7,189285;0;;;0;0;0
644;7,189285;;;;;;7,189285;7,189285;0;;;0;0;0
645;7,189285;;;;;;7,189285;7,189285;0;;;0;0;0
646;7,189285;;;;;;7,189285;7,189285;0;;;0;0;0
647;7,189285;;;;;;7,189285;7,189285;0;;;0;0;0
648;7,189285;;;;;;7,189285;7,189285;0;;;0;0;0
649;7,189285;;;;;;7,189285;7,189285;0;;;-0,000151;0,000151;0,000302
650;7,189285;;;;;;7,189436;7,189285;0,000151;;;0,000151;0;-0,000151
651;7,189436;;;;;;7,189436;7,189436;0;;;0;0;0
652;7,189436;;;;;;7,189436;7,189436;0;;;0;0;0
653;7,189436;;;;;;7,189436;7,189436;0;;;0;0;0
654;7,189436;;;;;;7,189436;7,189436;0;;;-7,1E-05;7,1E-05;0,000142
655;7,189436;;;;;;7,189507;7,189436;7,1E-05;;;-0,00211;0,002181;0,004291
656;7,189507;;;;;;7,191688;7,189507;0,002181;;;0,00134;0,000841;-0,000499
657;7,191688;;;;;;7,192529;7,191688;0,000841;;;0,000313;0,000528;0,000215
658;7,192529;;;;;;7,193057;7,192529;0,000528;;;0,000396;0,000132;-0,000264
659;7,193057;;;;;;7,193189;7,193057;0,000132;;;-0,000292;0,000424;0,000716
